Year,Rd,Pk,Tm,Player,Pos,College,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
1979,2,43,SEA,Johnny Moore,G,University of Texas at Austin,520,25.8,9.4,3.0,7.4,2.0,0.2,.460,.251,.712,30.1,.108
1978,1,1,POR,Mychal Thompson,C-F,University of Minnesota,935,29.7,13.7,7.4,2.3,0.7,1.1,.504,.083,.655,59.1,.102
1978,1,2,KCK,Phil Ford,G,University of North Carolina,482,28.0,11.6,1.8,6.4,1.2,0.1,.467,.210,.820,23.3,.083
1978,1,3,IND,Rick Robey,C-F,University of Kentucky,493,17.9,7.6,4.7,1.2,0.4,0.2,.501,.125,.650,15.8,.086
1978,1,4,NYK,Micheal Ray Richardson,G-F,University of Montana,556,33.4,14.8,5.5,7.0,2.6,0.4,.457,.220,.690,35.2,.091
1978,1,5,GSW,Purvis Short,F-G,Jackson State University,842,29.2,17.3,4.3,2.5,1.0,0.2,.474,.282,.824,51.1,.100
1978,1,6,BOS,Larry Bird,F,Indiana State University,897,38.4,24.3,10.0,6.3,1.7,0.8,.496,.376,.886,145.8,.203
1978,1,7,POR,Ron Brewer,G,University of Arkansas,501,25.7,11.9,1.9,1.8,1.0,0.5,.459,.248,.824,17.3,.065
1978,1,8,BOS,Freeman Williams,G-F,Portland State University,323,20.5,14.7,1.6,1.6,0.8,0.1,.467,.331,.824,10.0,.072
1978,1,9,CHI,Reggie Theus,G,"University of Nevada, Las Vegas",1026,33.7,18.5,3.3,6.3,1.2,0.2,.471,.252,.826,66.9,.093
1978,1,10,ATL,Butch Lee,G,Marquette University,96,19.1,8.1,1.4,3.2,0.9,0.0,.450,,.761,2.4,.062
1978,1,11,NOJ,James Hardy,F-C,University of San Francisco,249,21.6,5.7,5.3,1.3,0.7,0.9,.481,.333,.700,6.3,.056
1978,1,12,MIL,George Johnson,F-C,St. John's University,464,21.3,9.1,5.6,1.8,0.9,0.6,.463,.189,.779,14.1,.068
1978,1,13,NJN,Winford Boynes,G-F,University of San Francisco,177,17.1,8.4,2.1,1.2,0.7,0.2,.435,.000,.783,0.9,.014
1978,1,14,WSB,Roger Phegley,G-F,Bradley University,345,16.8,8.7,2.0,1.4,0.5,0.1,.470,.253,.834,8.5,.071
1978,1,15,CLE,Mike Mitchell,F,Auburn University,759,32.3,19.8,5.6,1.3,0.7,0.5,.493,.216,.779,50.2,.098
1978,1,16,ATL,Jack Givens,F-G,University of Kentucky,156,16.7,6.7,2.9,0.9,0.8,0.2,.401,.000,.791,4.3,.079
1978,1,18,WSB,Dave Corzine,C,DePaul University,891,23.3,8.5,5.9,1.7,0.4,1.0,.484,.189,.747,37.3,.086
1978,1,19,PHO,Marty Byrnes,F,Syracuse University,263,16.2,5.7,2.2,1.6,0.4,0.1,.463,.326,.736,4.2,.048
1978,1,20,SAS,Frankie Sanders,F-G,Southern University and A&M College,69,9.6,5.1,1.9,1.0,0.5,0.1,.430,,.822,0.5,.038
1978,1,21,DEN,Mike Evans,G,Kansas State University,591,16.7,7.7,1.4,2.6,0.7,0.1,.452,.307,.807,9.3,.045
1978,1,22,GSW,Raymond Townsend,G,"University of California, Los Angeles",154,13.1,4.8,1.0,1.4,0.6,0.1,.411,.171,.703,1.0,.023
1978,2,23,DET,Terry Tyler,F-G,University of Detroit Mercy,871,25.0,10.2,5.4,1.2,0.9,1.5,.484,.122,.703,40.8,.090
1978,2,24,POR,Keith Herron,G-F,Villanova University,124,21.1,9.8,2.0,1.4,0.8,0.2,.438,.167,.858,3.2,.058
1978,2,25,ATL,Rick Wilson,G,University of Louisville,66,9.8,2.9,1.2,1.3,0.5,0.1,.393,,.560,0.2,.013
1978,2,26,LAL,Ron Carter,G,Virginia Military Institute,59,7.6,3.0,1.1,0.6,0.3,0.2,.429,,.623,-0.2,-0.017
1978,2,27,IND,Wayne Radford,G,Indiana University,52,12.5,3.9,1.3,1.1,0.6,0.0,.474,,.800,0.7,.049
1978,2,29,DET,John Long,G-F,University of Detroit Mercy,893,25.4,13.6,2.8,1.9,1.0,0.2,.467,.322,.862,32.0,.068
1978,2,30,BOS,Jeff Judkins,G-F,University of Utah,272,12.6,5.4,1.6,1.0,0.5,0.1,.478,.315,.812,6.3,.088
1978,2,32,NYK,John Rudd,F,McNeese State University,58,12.5,3.2,2.9,0.6,0.3,0.1,.444,,.710,0.6,.040
1978,2,33,CLE,Harry Davis,F,Florida State University,44,9.6,4.0,1.6,0.4,0.3,0.2,.436,,.689,0.3,.033
1978,2,34,NYK,Greg Bunch,F,"California State University, Fullerton",12,8.1,2.3,1.4,0.3,0.3,0.3,.346,,.833,0.1,.046
1978,2,35,NOJ,Tommie Green,G,Southern University and A&M College,59,13.7,3.9,1.2,2.4,1.0,0.1,.388,,.762,-0.3,-0.017
1978,2,36,PHI,Maurice Cheeks,G,West Texas A&M University,1101,31.6,11.1,2.8,6.7,2.1,0.3,.523,.255,.793,103.5,.143
1978,2,40,GSW,Wayne Cooper,C-F,University of New Orleans,984,20.6,7.9,6.2,0.9,0.3,1.6,.457,.146,.736,36.9,.087
1978,2,41,SDC,Jerome Whitehead,C-F,Marquette University,679,17.4,6.5,4.8,0.6,0.4,0.3,.497,.000,.718,16.4,.067
1978,2,43,PHI,Glenn Hagan,G,St. Bonaventure University,4,6.3,1.8,1.0,2.0,0.8,0.0,.429,,1.000,0.1,.201
1978,2,44,POR,Clemon Johnson,C-F,Florida Agricultural and Mechanical University,761,17.5,5.4,4.6,1.0,0.5,0.9,.492,.000,.621,25.5,.092
1977,1,1,MIL,Kent Benson,C,Indiana University,680,23.1,9.1,5.7,1.8,0.9,0.9,.493,.206,.757,33.6,.103
1977,1,2,KCK,Otis Birdsong,G,University of Houston,696,31.1,18.0,3.0,3.2,1.2,0.2,.506,.274,.655,48.2,.107
1977,1,3,MIL,Marques Johnson,F-G,"University of California, Los Angeles",691,34.3,20.1,7.0,3.6,1.3,0.8,.518,.152,.739,79.8,.162
1977,1,4,WSB,Greg Ballard,F,University of Oregon,802,27.5,12.4,6.1,2.2,1.1,0.3,.472,.338,.787,54.0,.117
1977,1,5,PHO,Walter Davis,G-F,University of North Carolina,1033,27.9,18.9,3.0,3.8,1.2,0.1,.511,.272,.851,76.9,.128
1977,1,6,LAL,Kenny Carr,F,North Carolina State University,674,25.5,11.6,7.4,1.4,0.7,0.4,.510,.079,.684,33.6,.094
1977,1,7,NJN,Bernard King,F,University of Tennessee,874,33.7,22.5,5.8,3.3,1.0,0.3,.518,.172,.730,75.4,.123
1977,1,8,SEA,Jack Sikma,C-F,Illinois Wesleyan University,1107,33.4,15.6,9.8,3.2,1.0,0.9,.464,.328,.849,112.5,.146
1977,1,9,DEN,Tom LaGarde,C-F,University of North Carolina,312,19.9,7.6,5.1,1.5,0.3,0.4,.462,.000,.640,6.5,.050
1977,1,10,NYK,Ray Williams,G,University of Minnesota,655,28.2,15.5,3.6,5.8,1.8,0.3,.451,.237,.802,37.1,.096
1977,1,11,MIL,Ernie Grunfeld,G-F,University of Tennessee,693,18.6,7.4,2.6,2.0,0.7,0.2,.477,.337,.770,25.0,.093
1977,1,12,BOS,Cedric Maxwell,F,University of North Carolina at Charlotte,835,28.5,12.5,6.3,2.2,0.8,0.5,.546,.053,.784,78.5,.159
1977,1,13,CHI,Tate Armstrong,G,Duke University,92,10.6,3.8,1.0,1.1,0.4,0.0,.454,,.800,0.3,.017
1977,1,14,ATL,Tree Rollins,C,Clemson University,1156,20.8,5.4,5.8,0.6,0.4,2.2,.522,.000,.700,63.9,.128
1977,1,15,LAL,Brad Davis,G,University of Maryland,961,23.2,8.2,1.8,4.9,0.8,0.2,.510,.321,.828,53.6,.115
1977,1,16,GSW,Rickey Green,G,University of Michigan,946,24.6,9.4,1.9,5.5,1.4,0.1,.469,.207,.807,47.2,.097
1977,1,17,WSB,Bo Ellis,F,Marquette University,168,11.8,3.6,2.9,0.7,0.4,0.5,.431,.000,.731,2.5,.060
1977,1,18,GSW,Wesley Cox,F,University of Louisville,74,11.0,4.6,2.8,0.3,0.5,0.2,.412,,.510,0.1,.007
1977,1,19,POR,Rich Laurel,G,Hofstra University,10,5.7,2.4,1.0,0.3,0.3,0.1,.323,,1.000,0.0,-0.034
1977,1,20,PHI,Glenn Mosley,F,Seton Hall University,32,7.6,3.1,2.2,0.7,0.3,0.3,.409,,.578,0.2,.042
1977,1,21,DEN,Anthony Roberts,F-G,Oral Roberts University,213,18.2,7.8,3.9,1.2,0.4,0.1,.412,.000,.699,3.3,.041
1977,1,22,LAL,Norm Nixon,G,Duquesne University,768,35.5,15.7,2.6,8.3,1.5,0.1,.483,.294,.772,47.6,.084
1977,2,23,CHI,Mike Glenn,G,Southern Illinois University,593,16.2,7.6,1.2,1.6,0.5,0.1,.542,.286,.855,25.3,.126
1977,2,24,BUF,Larry Johnson,G,University of Kentucky,4,9.5,1.5,1.3,1.8,1.3,0.5,.231,,.000,-0.1,-0.099
1977,2,25,PHI,Wilson Washington,F-C,Old Dominion University,100,17.0,7.3,4.5,0.6,0.5,1.0,.497,,.605,2.1,.060
1977,2,26,NYK,Glen Gondrezick,F-G,"University of Nevada, Las Vegas",435,17.3,5.8,4.5,1.4,1.1,0.3,.473,.143,.724,15.9,.101
1977,2,28,POR,Kim Anderson,F,University of Missouri,21,10.7,3.0,2.1,0.7,0.2,0.2,.312,,.536,-0.4,-0.078
1977,2,29,IND,Alonzo Bradley,F,Texas Southern University,99,11.5,4.4,1.5,0.7,0.2,0.1,.418,1.000,.703,-0.2,-0.007
1977,2,30,CHI,Steve Sheppard,F,University of Maryland,106,9.2,3.5,1.7,0.6,0.2,0.0,.459,,.633,0.9,.045
1977,2,31,KCK,Eddie Owens,F,"University of Nevada, Las Vegas",8,7.9,2.6,1.3,0.6,0.1,0.0,.429,,.500,0.0,.027
1977,2,32,NYK,Toby Knight,F,University of Notre Dame,283,25.9,12.9,5.1,1.2,0.9,0.7,.519,.000,.740,15.7,.103
1977,2,33,CLE,Eddie Jordan,G,Rutgers University,420,20.3,8.1,1.9,3.8,1.8,0.2,.414,.224,.763,8.8,.050
1977,2,34,HOU,Larry Moffett,F,"University of Nevada, Las Vegas",20,5.5,0.8,1.1,0.4,0.1,0.1,.294,,.600,-0.1,-0.042
1977,2,35,CHI,Mark Landsberger,F-C,Arizona State University,437,16.7,5.6,6.1,0.5,0.3,0.2,.481,.000,.522,12.2,.080
1977,2,36,DET,Ben Poquette,F-C,Central Michigan University,718,22.0,6.8,5.2,1.2,0.5,1.1,.483,.220,.779,30.4,.093
1977,2,37,SAS,Jeff Wilkins,C-F,Illinois State University,454,22.0,7.9,5.7,1.0,0.4,0.5,.459,.000,.743,8.8,.042
1977,2,39,WSB,Phil Walker,G,Millersville University of Pennsylvania,40,9.6,4.5,1.3,1.4,0.4,0.1,.354,,.667,-0.4,-0.045
1977,2,40,HOU,Robert Reid,F-G,St. Mary's University,919,27.3,11.4,4.5,2.7,1.1,0.4,.458,.291,.732,40.3,.077
1977,2,41,POR,T.R. Dunn,G-F,University of Alabama,993,23.2,5.1,4.4,1.6,1.3,0.3,.457,.050,.725,39.8,.083
1977,2,42,PHI,Bob Elliott,C-F,University of Arizona,141,16.5,7.0,3.6,1.4,0.5,0.2,.494,.333,.649,3.0,.063
1977,2,44,NOJ,Essie Hollis,F,St. Bonaventure University,25,6.2,2.8,1.8,0.2,0.4,0.0,.400,,.750,0.1,.022
1976,1,1,HOU,John Lucas,G,University of Maryland,928,27.5,10.7,2.3,7.0,1.4,0.1,.449,.303,.776,53.7,.101
1976,1,2,CHI,Scott May,F,Indiana University,355,22.6,10.4,4.1,1.7,0.8,0.1,.462,.000,.811,17.4,.104
1976,1,3,KCK,Richard Washington,F-C,"University of California, Los Angeles",351,22.4,9.8,6.3,1.2,0.6,0.8,.453,.250,.711,10.8,.066
1976,1,4,DET,Leon Douglas,C-F,University of Alabama,456,22.2,7.9,6.5,1.1,0.5,0.7,.495,.000,.601,15.2,.072
1976,1,5,POR,Wally Walker,F,University of Virginia,565,18.0,7.0,3.1,1.5,0.4,0.2,.467,.200,.643,12.9,.061
1976,1,6,BUF,Adrian Dantley,F-G,University of Notre Dame,955,35.8,24.3,5.7,3.0,1.0,0.2,.540,.171,.818,134.2,.189
1976,1,7,MIL,Quinn Buckner,G,Indiana University,719,22.6,8.2,2.7,4.3,1.9,0.1,.461,.184,.657,24.7,.073
1976,1,8,GSW,Robert Parish,C,Centenary College of Louisiana,1611,28.4,14.5,9.1,1.4,0.8,1.5,.537,.000,.721,147.0,.154
1976,1,9,ATL,Armond Hill,G,Princeton University,468,25.2,6.9,2.0,4.7,1.2,0.1,.408,.077,.829,11.3,.046
1976,1,10,PHO,Ron Lee,G,University of Oregon,448,21.4,7.3,2.7,3.8,1.9,0.3,.416,.321,.705,10.7,.054
1976,1,11,SEA,Bob Wilkerson,G-F,Indiana University,536,27.8,10.1,4.2,3.4,1.3,0.3,.425,.167,.751,8.2,.027
1976,1,12,PHI,Terry Furlow,G-F,Michigan State University,239,20.1,10.7,2.1,2.4,0.7,0.3,.459,.293,.862,7.3,.073
1976,1,13,WSB,Mitch Kupchak,F-C,University of North Carolina,510,19.4,10.2,5.4,0.7,0.3,0.3,.523,.000,.704,27.1,.131
1976,1,14,WSB,Larry Wright,G,Grambling State University,343,19.9,8.2,1.6,3.4,0.8,0.2,.465,.261,.777,10.6,.074
1976,1,15,CLE,Chuckie Williams,G,Kansas State University,22,3.0,1.7,0.2,0.3,0.0,0.0,.298,,.750,-0.2,-0.137
1976,1,16,BOS,Norm Cook,F,University of Kansas,27,5.5,2.4,1.1,0.2,0.4,0.1,.373,,.529,-0.1,-0.018
1976,1,17,GSW,Sonny Parker,F-G,Texas A&M University,452,24.2,9.9,4.1,2.1,1.4,0.3,.501,.000,.755,26.9,.118
1976,2,18,CHI,Willie Smith,G,University of Missouri,78,15.4,4.6,1.7,3.6,1.1,0.0,.400,.239,.754,1.3,.052
1976,2,19,SEA,Bayard Forrest,C,Grand Canyon University,139,15.3,4.1,4.1,2.1,0.4,0.5,.449,,.509,2.7,.060
1976,2,20,POR,Major Jones,F,Albany State University,374,13.5,4.4,3.5,0.6,0.4,0.5,.490,.111,.586,5.5,.052
1976,2,21,LAL,Earl Tatum,G-F,Marquette University,262,20.0,9.6,2.6,1.9,1.2,0.4,.459,.333,.746,7.8,.071
1976,2,22,POR,Johnny Davis,G,University of Dayton,750,28.3,12.9,2.0,4.5,0.9,0.2,.448,.176,.821,38.5,.087
1976,2,23,MIL,Alex English,F,University of South Carolina,1193,31.9,21.5,5.5,3.6,0.9,0.7,.507,.217,.832,100.7,.127
1976,2,24,MIL,Scott Lloyd,C-F,Arizona State University,372,15.2,4.6,3.0,1.0,0.3,0.2,.425,.286,.718,2.5,.021
1976,2,25,NYK,Lonnie Shelton,F-C,Oregon State University,673,27.5,12.0,6.1,2.2,1.1,0.8,.492,.097,.738,37.5,.097
1976,2,26,NOJ,Jacky Dorsey,F,University of Georgia,60,7.5,2.4,2.4,0.3,0.2,0.1,.389,,.544,0.3,.031
1976,2,27,HOU,Phil Hicks,F,Tulane University,57,6.8,2.3,1.6,0.6,0.2,0.0,.447,,.778,0.5,.058
1976,2,28,ATL,Bob Carrington,G-F,Boston College,82,21.8,8.2,2.3,1.5,0.8,0.3,.428,.000,.760,1.3,.036
1976,2,29,SEA,Dennis Johnson,G,Pepperdine University,1100,32.7,14.1,3.9,5.0,1.3,0.6,.445,.172,.797,82.6,.110
1976,2,30,PHO,Al Fleming,F,University of Arizona,20,4.9,2.0,1.5,0.4,0.0,0.3,.484,,.588,0.0,.018
1976,2,31,WSB,Joe Pace,C,Coppin State University,79,7.1,3.2,2.1,0.3,0.2,0.5,.467,,.598,1.1,.092
1976,2,32,CLE,Mo Howard,G,University of Maryland,32,10.8,4.8,1.2,1.3,0.5,0.3,.485,,.686,0.6,.084
1976,2,33,PHO,Butch Feher,G,Vanderbilt University,48,10.1,5.2,1.5,0.8,0.2,0.1,.531,,.768,1.5,.145
1976,2,34,GSW,Marshall Rogers,G,University of Texas-Pan American,26,6.8,3.8,0.4,0.4,0.3,0.1,.371,,.933,-0.2,-0.043
1975,1,1,ATL,David Thompson,G-F,North Carolina State University,509,32.0,22.1,3.8,3.2,0.9,0.8,.504,.277,.778,50.8,.150
1975,1,2,LAL,Dave Meyers,F-C,"University of California, Los Angeles",281,26.6,11.2,6.3,2.3,1.0,0.5,.461,.200,.676,13.4,.086
1975,1,3,ATL,Marvin Webster,C,Morgan State University,579,22.4,7.1,7.0,1.2,0.4,1.4,.489,.333,.617,28.1,.104
1975,1,4,PHO,Alvan Adams,C-F,University of Oklahoma,988,27.5,14.1,7.0,4.1,1.3,0.8,.498,.133,.788,73.5,.130
1975,1,5,PHI,Darryl Dawkins,C,,726,23.7,12.0,6.1,1.3,0.5,1.4,.572,.133,.685,46.4,.129
1975,1,6,POR,Lionel Hollins,G,Arizona State University,673,27.4,11.6,2.4,4.5,1.6,0.3,.444,.149,.741,22.9,.059
1975,1,7,NOJ,Rich Kelley,C-F,Stanford University,814,21.8,7.6,7.0,2.6,0.9,0.9,.488,.000,.783,42.5,.115
1975,1,8,LAL,Junior Bridgeman,F-G,University of Louisville,849,25.0,13.6,3.5,2.4,0.8,0.3,.475,.244,.846,45.0,.102
1975,1,9,NYK,Gene Short,F,Jackson State University,34,6.5,2.5,1.4,0.3,0.2,0.1,.352,,.625,-0.1,-0.025
1975,1,10,KCK,Bill Robinzine,F,DePaul University,529,21.6,10.5,6.1,1.1,1.1,0.2,.482,.250,.749,23.3,.098
1975,1,11,HOU,Joe Meriweather,C-F,Southern Illinois University,670,22.1,8.1,5.6,0.9,0.5,1.2,.511,.333,.687,27.6,.090
1975,1,12,SEA,Frank Oleynick,G,Seattle University,102,11.4,5.0,0.9,1.1,0.3,0.1,.386,,.708,-0.1,-0.005
1975,1,13,KCK,Bob Bigelow,F-G,University of Pennsylvania,94,8.1,2.5,1.2,0.4,0.2,0.0,.414,,.732,0.5,.029
1975,1,14,GSW,Joe Bryant,F-C,La Salle University,606,21.2,8.7,4.0,1.7,0.9,0.3,.450,.200,.743,12.9,.048
1975,1,15,CLE,John Lambert,C-F,University of Southern California,446,12.5,3.8,3.3,0.6,0.3,0.4,.428,.083,.693,6.9,.060
1975,1,16,PHO,Ricky Sobers,G,"University of Nevada, Las Vegas",821,28.0,13.3,2.6,4.3,1.3,0.2,.459,.291,.843,32.0,.067
1975,1,17,BOS,Tom Boswell,F-C,University of South Carolina,366,19.3,7.7,4.7,1.6,0.4,0.3,.533,.545,.724,15.2,.104
1975,1,18,WSB,Kevin Grevey,G-F,University of Kentucky,672,22.7,11.0,2.4,1.9,0.6,0.2,.437,.334,.817,26.5,.083
1975,2,19,ATL,Bill Willoughby,F-C,,488,17.7,6.0,3.9,0.8,0.4,0.6,.470,.270,.750,13.3,.074
1975,2,20,GSW,Gus Williams,G,University of Southern California,825,31.1,17.1,2.7,5.6,2.0,0.4,.461,.238,.756,67.9,.127
1975,2,21,SEA,Bruce Seals,F,Xavier University of Louisiana,235,24.4,10.3,4.6,1.2,0.7,0.6,.435,,.675,7.0,.058
1975,2,22,MIL,Clyde Mayes,F,Furman University,74,13.5,4.0,3.8,0.5,0.1,0.6,.446,,.567,0.9,.044
1975,2,23,PHI,World B. Free,G,Guilford College,886,30.4,20.3,2.7,3.7,1.0,0.3,.456,.337,.753,67.7,.121
1975,2,24,MIL,Cornelius Cash,F,Bowling Green State University,6,8.2,3.5,2.7,0.2,0.3,0.2,.391,,.500,0.0,-0.010
1975,2,25,POR,Bob Gross,F-G,"California State University, Long Beach",513,24.5,8.9,4.4,2.9,1.2,0.7,.512,.179,.798,30.7,.117
1975,2,26,NYK,Ticky Burden,G,University of Utah,63,9.9,5.5,1.0,1.0,0.8,0.0,.421,,.600,0.0,-0.002
1975,2,28,CLE,Dan Roundfield,F-C,Central Michigan University,746,31.4,15.2,9.7,2.2,0.9,1.5,.485,.115,.738,65.2,.134
1975,2,30,CHI,Steve Green,F,Indiana University,153,10.7,4.6,2.0,0.6,0.5,0.1,.438,,.704,2.2,.065
1975,2,31,KCK,Glenn Hansen,G,Louisiana State University,112,12.9,5.3,2.2,0.8,0.5,0.1,.412,,.725,1.0,.034
1975,2,32,CHI,John Laskowski,G,Indiana University,118,18.1,7.1,2.4,0.8,0.7,0.1,.398,,.760,2.0,.046
1975,2,34,NYK,Larry Fogle,G,Canisius College,2,7.0,1.0,1.5,0.0,0.5,0.0,.200,,,0.0,-0.163
1975,2,35,PHO,Allen Murphy,G,University of Louisville,2,9.0,2.5,2.0,0.0,0.0,0.0,.200,,.429,-0.1,-0.229
1975,2,36,PHO,Jimmy Conner,G,University of Kentucky,,,,,,,,,,,,
1974,1,1,POR,Bill Walton,C-F,"University of California, Los Angeles",468,28.3,13.3,10.5,3.4,0.8,2.2,.521,.000,.660,39.3,.142
1974,1,2,PHI,Marvin Barnes,F-C,Providence College,171,21.7,9.2,5.5,1.5,0.8,1.0,.442,,.672,4.4,.057
1974,1,3,SEA,Tom Burleson,C,North Carolina State University,446,21.1,9.4,6.3,1.3,0.7,1.3,.445,.000,.726,22.9,.117
1974,1,4,PHO,John Shumate,F-C,University of Notre Dame,318,28.9,12.3,7.5,1.8,1.0,0.7,.516,.000,.720,24.5,.128
1974,1,5,HOU,Bobby Jones,F,University of North Carolina,774,26.1,11.5,5.5,2.4,1.4,1.3,.550,.000,.780,73.7,.175
1974,1,6,KCO,Scott Wedman,F-G,University of Colorado,906,28.6,13.2,4.8,2.0,0.9,0.3,.481,.335,.794,53.7,.099
1974,1,7,ATL,Tom Henderson,G,University of Hawaii,650,27.2,9.4,2.3,4.8,1.2,0.1,.433,.000,.739,22.1,.060
1974,1,8,CLE,Campy Russell,F,University of Michigan,566,29.6,15.8,4.8,3.0,1.0,0.2,.459,.366,.772,35.8,.103
1974,1,9,BUF,Tom McMillen,F-C,University of Maryland,729,20.3,8.1,4.0,1.1,0.3,0.3,.483,.120,.806,27.2,.088
1974,1,10,ATL,Mike Sojourner,C-F,University of Utah,191,22.4,8.7,6.5,0.9,0.5,0.6,.480,,.671,8.2,.092
1974,1,11,GSW,Jamaal Wilkes,F-G,"University of California, Los Angeles",828,32.9,17.7,6.2,2.5,1.3,0.3,.499,.135,.759,71.3,.125
1974,1,12,LAL,Brian Winters,G-F,University of South Carolina,650,30.7,16.2,2.6,4.1,1.2,0.3,.475,.363,.842,38.6,.093
1974,1,13,WSB,Len Elmore,C-F,University of Maryland,505,16.6,4.6,4.2,0.9,0.8,0.8,.413,.000,.715,13.3,.076
1974,1,14,CHI,Maurice Lucas,F-C,Marquette University,855,29.0,14.4,8.8,2.3,0.7,0.6,.473,.111,.763,58.7,.114
1974,1,15,DET,Al Eberhard,F,University of Missouri,220,18.8,6.8,3.5,0.8,0.7,0.2,.433,,.797,5.3,.062
1974,1,16,CHI,Cliff Pondexter,F-C,"California State University, Long Beach",197,14.5,3.9,3.8,1.1,0.4,0.3,.416,,.667,4.7,.079
1974,1,17,BOS,Glenn McDonald,F-G,"California State University, Long Beach",146,10.2,4.2,1.5,0.7,0.3,0.2,.400,,.732,1.1,.034
1974,1,18,MIL,Gary Brokaw,G,University of Notre Dame,241,19.6,8.0,1.7,3.0,0.4,0.3,.446,,.713,5.3,.054
1974,2,19,PHI,Don Smith,G,University of Dayton,54,10.0,5.2,0.6,0.9,0.4,0.1,.408,,1.000,0.0,.004
1974,2,20,POR,Jan Van Breda Kolff,F-G,Vanderbilt University,434,23.4,6.0,4.1,1.9,0.8,0.8,.439,.300,.814,15.1,.071
1974,2,21,LAL,Billy Knight,G-F,University of Pittsburgh,671,27.4,15.7,4.5,2.1,0.9,0.1,.506,.274,.830,48.5,.126
1974,2,22,WSB,Truck Robinson,F-C,Tennessee State University,772,32.6,15.5,9.4,1.7,0.7,0.7,.483,1.000,.662,52.7,.101
1974,2,23,HOU,Gus Bailey,G-F,University of Texas at El Paso,147,9.2,2.6,1.7,1.1,0.4,0.3,.406,1.000,.510,0.8,.029
1974,2,24,KCO,Len Kosmalski,C,University of Tennessee,76,6.7,1.4,1.9,0.7,0.1,0.1,.398,,.778,0.6,.052
1974,2,25,ATL,John Drew,F-G,Gardner-Webb University,739,29.5,20.7,6.9,1.7,1.4,0.3,.470,.175,.748,68.9,.152
1974,2,26,SEA,Leonard Gray,F,"California State University, Long Beach",224,27.0,10.8,5.2,2.2,0.9,0.4,.469,,.739,9.9,.079
1974,2,27,CHI,Leon Benbow,G,Jacksonville University,115,16.0,5.5,1.9,1.6,0.6,0.1,.394,,.759,1.7,.044
1974,2,28,NOJ,Aaron James,F,Grambling State University,356,21.5,10.8,4.1,1.0,0.4,0.2,.481,,.760,13.1,.082
1974,2,29,GSW,Phil Smith,G,University of San Francisco,659,29.1,15.1,3.0,3.9,1.1,0.3,.476,.253,.779,41.1,.103
1974,2,30,WSB,Dennis DuVal,G,Syracuse University,50,5.3,1.9,0.6,0.7,0.4,0.1,.361,,.667,0.0,.001
1974,2,31,PHO,Fred Saunders,F,Syracuse University,210,13.8,5.3,3.0,1.1,0.4,0.2,.443,,.682,3.1,.051
1974,2,32,NYK,Jesse Dark,G,Virginia Commonwealth University,47,8.5,3.6,0.8,0.6,0.1,0.0,.471,,.550,0.3,.034
1974,2,33,DET,Eric Money,G,University of Arizona,426,25.4,12.2,2.1,3.8,1.2,0.1,.494,,.748,14.8,.065
1974,2,34,POR,Phil Lumpkin,G,Miami University,82,14.2,3.3,1.0,2.7,0.4,0.0,.424,,.812,0.7,.028
1974,2,35,BOS,Kevin Stacom,G,Providence College,347,13.1,5.1,1.5,1.5,0.3,0.0,.417,.500,.768,3.1,.032
1973,1,1,PHI,Doug Collins,G-F,Illinois State University,415,33.6,17.9,3.2,3.3,1.2,0.3,.501,.000,.833,38.0,.131
1973,1,2,CLE,Jim Brewer,F-C,University of Minnesota,703,22.7,5.8,6.3,1.5,0.8,0.7,.448,.077,.571,29.3,.088
1973,1,3,BUF,Ernie DiGregorio,G,Providence College,312,25.2,9.6,2.0,5.1,0.6,0.0,.415,,.902,2.5,.016
1973,1,4,SEA,Mike Green,C-F,Louisiana Tech University,245,22.1,8.4,5.4,1.4,0.5,1.5,.460,.000,.707,10.9,.097
1973,1,5,LAL,Kermit Washington,F-C,American University,507,25.3,9.2,8.3,1.4,0.8,1.1,.526,.000,.656,36.0,.135
1973,1,6,HOU,Ed Ratleff,F-G,"California State University, Long Beach",338,24.9,8.3,4.0,2.7,1.3,0.4,.454,,.803,13.8,.078
1973,1,7,KCO,Ron Behagen,F-C,University of Minnesota,388,23.5,10.3,7.0,1.6,0.7,0.4,.425,,.754,13.0,.068
1973,1,8,PHO,Mike Bantom,F-C,Saint Joseph's University,706,27.9,12.1,6.4,2.3,0.9,0.7,.468,.200,.692,34.8,.085
1973,1,9,ATL,Dwight Jones,F-C,University of Houston,766,21.5,8.1,5.9,1.2,0.6,0.5,.471,.500,.740,27.6,.081
1973,1,10,ATL,John Brown,F,University of Missouri,486,20.8,7.4,4.4,1.4,0.5,0.2,.453,,.783,16.2,.077
1973,1,11,GSW,Kevin Joyce,G,University of South Carolina,,,,,,,,,,,,
1973,1,12,CHI,Kevin Kunnert,C-F,University of Iowa,555,21.8,8.3,7.3,1.4,0.5,1.1,.476,,.682,22.0,.087
1973,1,13,CAP,Nick Weatherspoon,F,University of Illinois at Urbana-Champaign,453,21.4,9.0,4.9,0.9,0.8,0.3,.455,,.713,15.2,.075
1973,1,14,NYK,Mel Davis,F,St. John's University,190,13.5,5.3,4.3,0.9,0.3,0.1,.376,,.709,0.3,.006
1973,1,15,POR,Barry Parkhill,G,University of Virginia,,,,,,,,,,,,
